"GrantNumber","CallDecisionYear","GrantDurationYears","FundingInstrumentLevel1","AmountGrantedAllSets","AmountPerYear","InstituteCountry","MainDiscipline_Level2","NrTotalUncitableOutputs","NrTotalUncitableOutputsPerYear","NrCitablePublications","NrCitablePublicationsPerYear","NrCitationsTotal","NrCitationsPerPublication"
144198,2012,2.9972602739726,"Projects",486500,162314.899451554,"Switzerland","Basic Medical Sciences",28,9.34186471663621,14,4.6709323583181,524,37.4285714285714
144245,2012,1.5013698630137,"Careers",68750,45791.5145985401,"United States of America","Experimental Medicine",0,0,1,0.666058394160583,239,239
142737,2012,3,"Careers",296995,98998.3333333333,"Switzerland","Preventive Medicine",18,6,4,1.33333333333333,157,39.25
144254,2012,4,"Projects",346000,86500,"Switzerland","Experimental Medicine",5,1.25,3,0.75,139,46.3333333333333
147265,2012,0.997260273972603,"Careers",87550,87790.521978022,"United States of America","Experimental Medicine",2,2.00549450549451,7,7.01923076923077,621,88.7142857142857
145961,2012,0.997260273972603,"Careers",46700,46828.2967032967,"United States of America","Clinical Medicine",8,8.02197802197802,2,2.00549450549451,251,125.5
143348,2012,1.9972602739726,"Projects",115806,57982.4279835391,"Switzerland","Basic Medical Sciences",6,3.00411522633745,5,2.50342935528121,175,35
146281,2012,1.9972602739726,"Careers",94867,47498.5665294925,"United States of America","Clinical Medicine",15,7.51028806584363,5,2.50342935528121,38,7.6
144074,2012,2.9972602739726,"Projects",900004,300275.557586837,"Switzerland","Basic Medical Sciences",23,7.67367458866546,50,16.6819012797075,4092,81.84
144036,2012,2.9972602739726,"Projects",354859,118394.456124314,"Switzerland","Basic Medical Sciences",6,2.0018281535649,6,2.0018281535649,162,27
146001,2012,0.997260273972603,"Careers",165896,166351.758241758,"Switzerland","Basic Medical Sciences",3,3.00824175824176,2,2.00549450549451,41,20.5
144806,2012,1.4958904109589,"Careers",96925,64794.184981685,NA,"Experimental Medicine",4,2.67399267399268,4,2.67399267399268,361,90.25
144236,2012,3.33150684931507,"Projects",395391,118682.331414474,"Switzerland","Experimental Medicine",17,5.10279605263158,4,1.20065789473684,452,113
145551,2012,2.58356164383562,"Careers",243405,94212.9639448568,"Switzerland","Experimental Medicine",4,1.54825026511134,3,1.16118769883351,111,37
147388,2012,0.246575342465753,"Science communication",17000,68944.4444444445,"Switzerland","Preventive Medicine",2,8.11111111111112,3,12.1666666666667,2296,765.333333333333
145993,2012,0.997260273972603,"Careers",42800,42917.5824175824,"Austria","Experimental Medicine",1,1.00274725274725,3,3.00824175824176,44,14.6666666666667
145303,2012,0.493150684931507,"Careers",89577,181642.25,"Switzerland","Clinical Medicine",6,12.1666666666667,4,8.11111111111111,128,32
141137,2012,2.9972602739726,"Projects",318228,106172.961608775,"Switzerland","Basic Medical Sciences",10,3.3363802559415,13,4.33729433272395,671,51.6153846153846
144054,2012,2.9972602739726,"Projects",390000,130118.829981718,"Switzerland","Clinical Medicine",14,4.6709323583181,20,6.672760511883,752,37.6
142725,2012,0.912328767123288,"Careers",48900,53599.0990990991,NA,"Experimental Medicine",4,4.38438438438438,3,3.28828828828829,461,153.666666666667
141113,2012,4,"Projects",442000,110500,"Switzerland","Basic Medical Sciences",0,0,4,1,133,33.25
139331,2012,2.9972602739726,"Programmes",305954,102077.888482633,"Switzerland","Social Medicine",7,2.33546617915905,7,2.33546617915905,121,17.2857142857143
142381,2012,0.745205479452055,"Careers",50065,67182.8125,"Canada","Clinical Medicine",5,6.70955882352941,3,4.02573529411765,211,70.3333333333333
145563,2012,0.493150684931507,"Careers",22250,45118.0555555556,"United States of America","Basic Medical Sciences",0,0,1,2.02777777777778,63,63
141067,2012,4.24931506849315,"Projects",448146,105463.114119923,"Switzerland","Basic Medical Sciences",4,0.941328175370729,5,1.17666021921341,103,20.6
144112,2012,2.9972602739726,"Projects",303000,101092.321755027,"Switzerland","Basic Medical Sciences",5,1.66819012797075,4,1.3345521023766,178,44.5
145868,2012,0.997260273972603,"Careers",46100,46226.6483516483,NA,"Experimental Medicine",2,2.00549450549451,1,1.00274725274725,132,132
145250,2012,2.9972602739726,"Careers",180000,60054.844606947,NA,"Clinical Medicine",0,0,1,0.33363802559415,32,32
141045,2012,3.58082191780822,"Projects",402000,112264.728385616,"Switzerland","Basic Medical Sciences",12,3.35118592195868,6,1.67559296097934,280,46.6666666666667
141814,2012,3,"Programmes",1200000,4e+05,"Switzerland","Clinical Medicine",16,5.33333333333333,4,1.33333333333333,70,17.5
147180,2012,0.493150684931507,"Careers",21150,42887.5,NA,"Basic Medical Sciences",32,64.8888888888889,14,28.3888888888889,468,33.4285714285714
140655,2012,4,"Projects",5e+05,125000,"Switzerland","Clinical Medicine",15,3.75,3,0.75,13,4.33333333333333
145866,2012,0.493150684931507,"Careers",32250,65395.8333333333,"Tanzania","Clinical Medicine",5,10.1388888888889,1,2.02777777777778,65,65
145089,2012,4,"Programmes",447405,111851.25,"Switzerland","Clinical Medicine",39,9.75,1,0.25,7,7
145453,2012,1.9972602739726,"Careers",222089,111196.82441701,"Switzerland","Experimental Medicine",6,3.00411522633745,2,1.00137174211248,353,176.5
143774,2012,3.4986301369863,"Projects",586053,167509.275646045,"Switzerland","Experimental Medicine",0,0,3,0.857478465152702,291,97
145006,2012,0.997260273972603,"Infrastructure",54000,54148.3516483517,"Switzerland","Experimental Medicine",1,1.00274725274725,4,4.01098901098901,215,53.75
144212,2012,3,"Projects",331800,110600,"Switzerland","Basic Medical Sciences",13,4.33333333333333,9,3,253,28.1111111111111
141209,2012,2.9972602739726,"Projects",930000,310283.363802559,"Switzerland","Basic Medical Sciences",0,0,2,0.6672760511883,85,42.5
140485,2012,4,"Projects",273227,68306.75,"Switzerland","Basic Medical Sciences",36,9,4,1,749,187.25
140928,2012,3,"Projects",293561,97853.6666666667,"Switzerland","Social Medicine",11,3.66666666666667,6,2,115,19.1666666666667
145252,2012,3.33150684931507,"Careers",2e+05,60032.8947368421,NA,"Clinical Medicine",15,4.50246710526316,2,0.600328947368421,41,20.5
140338,2012,4.5013698630137,"Programmes",1800000,399878.271454656,"Switzerland","Clinical Medicine",31,6.88679245283019,27,5.99817407181984,1014,37.5555555555556
141786,2012,3.32876712328767,"Programmes",184344,55379.0617283951,"Switzerland","Basic Medical Sciences",1,0.300411522633745,3,0.901234567901235,15,5
146869,2012,0.997260273972603,"Careers",73760,73962.6373626374,"Great Britain and Northern Ireland","Preventive Medicine",2,2.00549450549451,2,2.00549450549451,682,341
143480,2012,3.91506849315068,"Projects",481753,123050.976207138,"Switzerland","Preventive Medicine",14,3.57592722183345,2,0.510846745976208,22,11
142967,2012,3.4958904109589,"Programmes",279767,80027.394200627,"Switzerland","Experimental Medicine",41,11.7280564263323,9,2.57445141065831,373,41.4444444444444
142726,2012,0.997260273972603,"Careers",92730,92984.7527472527,NA,"Clinical Medicine",3,3.00824175824176,4,4.01098901098901,141,35.25
145004,2012,1.24383561643836,"Infrastructure",94287,75803.4251101322,"Switzerland","Basic Medical Sciences",0,0,1,0.803964757709249,171,171
141193,2012,2.9972602739726,"Projects",930000,310283.363802559,"Switzerland","Experimental Medicine",1,0.33363802559415,5,1.66819012797075,299,59.8
141623,2012,2.9972602739726,"Projects",337380,112562.797074954,"Switzerland","Experimental Medicine",1,0.33363802559415,3,1.00091407678245,144,48
141248,2012,2.9972602739726,"Projects",624000,208190.12797075,"Switzerland","Basic Medical Sciences",16,5.3382084095064,6,2.0018281535649,93,15.5
143707,2012,4,"Projects",574795,143698.75,"Switzerland","Basic Medical Sciences",0,0,5,1.25,922,184.4
138726,2012,2.4986301369863,"Projects",140000,56030.701754386,"Switzerland","Clinical Medicine",28,11.2061403508772,1,0.400219298245614,8,8
141722,2012,2.08219178082192,"Careers",340123,163348.546052632,"Switzerland","Preventive Medicine",19,9.12499999999999,26,12.4868421052631,716,27.5384615384615
145012,2012,0.997260273972603,"Infrastructure",250000,250686.813186813,"Switzerland","Basic Medical Sciences",7,7.01923076923077,3,3.00824175824176,33,11
141875,2012,3.66301369863014,"Programmes",1e+06,272999.252056844,"Switzerland","Experimental Medicine",2,0.545998504113687,4,1.09199700822737,279,69.75
142761,2012,0.501369863013699,"Careers",22250,44378.4153005464,NA,"Preventive Medicine",3,5.98360655737704,3,5.98360655737704,179,59.6666666666667
143979,2012,2.9972602739726,"Projects",663894,221500.283363803,"Switzerland","Experimental Medicine",22,7.3400365630713,12,4.0036563071298,399,33.25
145038,2012,0.997260273972603,"Infrastructure",505506,506894.752747253,"Switzerland","Experimental Medicine",2,2.00549450549451,2,2.00549450549451,61,30.5
143586,2012,1.5013698630137,"Careers",67750,45125.4562043796,"United States of America","Basic Medical Sciences",2,1.33211678832117,1,0.666058394160583,377,377
141254,2012,2.9972602739726,"Projects",782474,261063.080438757,"Switzerland","Experimental Medicine",29,9.67550274223036,4,1.3345521023766,610,152.5
144267,2012,3,"Projects",379100,126366.666666667,"Switzerland","Clinical Medicine",3,1,1,0.333333333333333,14,14
141773,2012,4.08493150684932,"Programmes",691150,169195.003353454,"Switzerland","Experimental Medicine",19,4.65124077800134,3,0.73440643863179,73,24.3333333333333
143869,2012,3,"Projects",529800,176600,"Switzerland","Experimental Medicine",1,0.333333333333333,7,2.33333333333333,512,73.1428571428571
143875,2012,3,"Projects",499802,166600.666666667,"Switzerland","Basic Medical Sciences",59,19.6666666666667,14,4.66666666666667,296,21.1428571428571
143650,2012,4.74794520547945,"Projects",430000,90565.4933641085,"Switzerland","Basic Medical Sciences",9,1.89555683785343,2,0.421234852856319,62,31
143331,2012,3.74794520547945,"Projects",346000,92317.2514619883,"Switzerland","Clinical Medicine",2,0.533625730994152,2,0.533625730994152,5,2.5
141801,2012,3.5041095890411,"Programmes",1200000,342455.043002346,"Switzerland","Basic Medical Sciences",82,23.4010946051603,17,4.85144644253322,1336,78.5882352941177
143343,2012,2.9972602739726,"Projects",595179,198574.346435101,"Switzerland","Basic Medical Sciences",34,11.3436928702011,21,7.00639853747715,1095,52.1428571428571
144176,2012,2.9972602739726,"Projects",430000,143464.351005484,"Switzerland","Experimental Medicine",0,0,5,1.66819012797075,189,37.8
145516,2012,1.07397260273973,"Careers",223828,208411.275510204,"Switzerland","Experimental Medicine",2,1.86224489795918,2,1.86224489795918,337,168.5
143360,2012,1.9972602739726,"Projects",160443,80331.5432098765,"Switzerland","Experimental Medicine",16,8.01097393689987,2,1.00137174211248,69,34.5
141051,2012,3.91506849315068,"Projects",370773,94704.0902729181,"Switzerland","Clinical Medicine",28,7.15185444366691,14,3.57592722183345,392,28
144260,2012,4.75342465753425,"Projects",558790,117555.244956772,"Switzerland","Clinical Medicine",56,11.7809798270893,40,8.41498559077809,1802,45.05
143897,2012,0.83013698630137,"Projects",121504,146366.204620462,"Switzerland","Preventive Medicine",9,10.8415841584158,1,1.2046204620462,4,4
142749,2012,0.997260273972603,"Careers",49000,49134.6153846154,NA,"Experimental Medicine",7,7.01923076923077,2,2.00549450549451,134,67
141610,2012,4,"Programmes",632095,158023.75,"Switzerland","Experimental Medicine",11,2.75,1,0.25,2,2
141044,2012,3.41643835616438,"Projects",238667,69858.4242181235,"Switzerland","Clinical Medicine",5,1.4635124298316,1,0.292702485966319,291,291
147307,2012,1.15890410958904,"Careers",80850,69764.1843971631,"Netherlands","Basic Medical Sciences",0,0,5,4.31442080378251,481,96.2
142752,2012,0.997260273972603,"Careers",71680,71876.9230769231,NA,"Basic Medical Sciences",3,3.00824175824176,1,1.00274725274725,85,85
