"GrantNumber";"CallDecisionYear";"EffectiveGrantStartDate";"GrantDurationDays";"GrantDurationYears";"EffectiveGrantEndDate";"State";"FundingInstrumentLevel1";"AmountGrantedAllSets";"AmountPerYear";"AmountPerEmployee";"AmountPerEmployeeAndYear";"ResearchInstitution";"InstituteCountry";"MainDiscipline_Level1";"MainDiscipline_Level2";"MainDiscipline";"NrEmployees";"NrEmployeesPerYear";"NrCollaborations";"NrCollaborationsPerYear";"NrAcademicEvents";"NrAcademicEventsPerYear";"DateFirstAcademicEvent";"NrAwards";"NrAwardsPerYear";"YearFirstAward";"NrDatasets";"NrDatasetsPerYear";"DateFirstDataset";"NrKnowledgeTransfer";"NrKnowledgeTransferPerYear";"DateFirstKnowledgeTransfer";"NrCommunication";"NrCommunicationPerYear";"YearFirstCommunication";"NrTotalPublications";"NrTotalPublicationsPerYear";"YearFirstPublication";"NrUses";"NrUsesPerYear";"YearFirstUse";"NrTotalOutputs";"NrTotalOutputsPerYear"
190192;2019;2019-12-01;365;1;2020-11-30;"Completed";"Projects";103130;103130;103130;103130;"EPF Lausanne - EPFL";"Switzerland";"Biology and Medicine";"Basic Biological Research";"Biochemistry";1;1;0;0;12;12;2019-12-05;4;4;2020;0;0;NA;2;2;2020-11-05;3;3;2020;3;3;2020;4;4;NA;28;28
142890;2012;2013-01-01;364;0.997260273972603;2013-12-31;"Completed";"Careers";45260;45384.3406593407;0;0;"Institution abroad - Germany";"Germany";"Biology and Medicine";"Basic Biological Research";"Molecular Biology";0;0;0;0;1;1.00274725274725;2013-10-23;0;0;NA;0;0;NA;0;0;NA;0;0;NA;1;1.00274725274725;2013;0;0;NA;2;2.00549450549451
151129;2013;2014-02-01;729;1.9972602739726;2016-01-31;"Completed";"Careers";98371;49252.9698216735;0;0;"Institution abroad - Germany";"Germany";"Biology and Medicine";"Basic Biological Research";"Molecular Biology";0;0;0;0;2;1.00137174211248;2014-08-23;0;0;NA;0;0;NA;0;0;NA;0;0;NA;1;0.500685871056241;2015;0;0;NA;3;1.50205761316872
207083;2021;2022-01-01;303;0.83013698630137;2022-10-31;"Completed";"Science communication";49840;60038.2838283828;49840;60038.2838283828;"University of Zurich - ZH";"Switzerland";"Biology and Medicine";"General Biology";"Botany";1;1.2046204620462;1;1.2046204620462;0;0;NA;0;0;NA;0;0;NA;0;0;NA;10;12.046204620462;2022;0;0;NA;0;0;NA;10;12.046204620462
190938;2019;2019-07-01;30;0.0821917808219178;2019-07-31;"Completed";"Science communication";3181;38702.1666666667;0;0;NA;"Switzerland";"Biology and Medicine";"General Biology";"Botany";0;0;0;0;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0
202590;2021;2021-02-01;27;0.073972602739726;2021-02-28;"Completed";"Science communication";2382;32201.1111111111;0;0;NA;"Switzerland";"Biology and Medicine";"General Biology";"Botany";0;0;0;0;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0
163230;2015;2016-03-01;1094;2.9972602739726;2019-02-28;"Completed";"Projects";291000;97088.6654478976;291000;97088.6654478976;"University of Berne - BE";"Switzerland";"Biology and Medicine";"Basic Biological Research";"Cellular Biology, Cytology";1;0.33363802559415;6;2.0018281535649;10;3.3363802559415;2016-03-02;0;0;NA;0;0;NA;0;0;NA;0;0;NA;9;3.00274223034735;2016;0;0;NA;19;6.33912248628885
146409;2013;2013-07-01;1248;3.41917808219178;2016-11-30;"Completed";"Projects";483438;141390.120192308;161146;47130.0400641026;"University of Zurich - ZH";"Switzerland";"Biology and Medicine";"Experimental Medicine";"Nutritional Research, Vitaminology";3;0.877403846153846;1;0.292467948717949;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;5;1.46233974358974;2016;0;0;NA;5;1.46233974358974
162567;2015;2016-01-01;1095;3;2018-12-31;"Completed";"Projects";525000;175000;262500;87500;"University of Geneva - GE";"Switzerland";"Biology and Medicine";"Basic Medical Sciences";"Cardiovascular Research";2;0.666666666666667;1;0.333333333333333;3;1;2018-07-18;0;0;NA;0;0;NA;0;0;NA;0;0;NA;1;0.333333333333333;NA;0;0;NA;4;1.33333333333333
144150;2012;2012-10-01;1094;2.9972602739726;2015-09-30;"Completed";"Projects";346000;115438.756855576;173000;57719.3784277879;"University of Geneva - GE";"Switzerland";"Biology and Medicine";"Basic Biological Research";"Molecular Biology";2;0.6672760511883;0;0;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;3;1.00091407678245;2014;0;0;NA;3;1.00091407678245
213289;2022;2022-09-01;152;0.416438356164384;2023-01-31;"Completed";"Science communication";21500;51628.2894736842;0;0;"University of Zurich - ZH";"Switzerland";"Biology and Medicine";"Experimental Medicine";"Pathophysiology";0;0;3;7.20394736842105;1;2.40131578947368;2023-03-22;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;1;2.40131578947368
155605;2014;2014-08-01;548;1.5013698630137;2016-01-31;"Completed";"Careers";72318;48168.0109489051;0;0;"Institution abroad - United States of America";"United States of America";"Biology and Medicine";"Basic Biological Research";"Biochemistry";0;0;3;1.99817518248175;2;1.33211678832117;2017-06-23;0;0;NA;0;0;NA;1;0.666058394160584;2015-10-08;0;0;NA;1;0.666058394160584;2017;0;0;NA;4;2.66423357664234
144142;2012;2013-03-01;1279;3.5041095890411;2016-08-31;"Completed";"Projects";706773;201698.315089914;100967.571428571;28814.0450128449;"University of Berne - BE";"Switzerland";"Biology and Medicine";"Basic Biological Research";"Molecular Biology";7;1.99765441751368;7;1.99765441751368;22;6.278342455043;2013-05-07;0;0;NA;0;0;NA;0;0;NA;0;0;NA;15;4.28068803752932;2013;0;0;NA;37;10.5590304925723
183768;2018;2018-12-01;89;0.243835616438356;2019-02-28;"Completed";"Science communication";7300;29938.202247191;0;0;"University of Berne - BE";"Switzerland";"Biology and Medicine";"Basic Biological Research";"Molecular Biology";0;0;5;20.5056179775281;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0
198837;2020;2021-12-01;89;0.243835616438356;2022-02-28;"Completed";"Science communication";10200;41831.4606741573;0;0;"University of Berne - BE";"Switzerland";"Biology and Medicine";"Basic Biological Research";"Biochemistry";0;0;7;28.7078651685393;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0
184669;2019;2019-09-01;883;2.41917808219178;2022-01-31;"Completed";"Projects";533514;220535.23216308;106702.8;44107.0464326161;"University of Berne - BE";"Switzerland";"Biology and Medicine";"Basic Biological Research";"Molecular Biology";5;2.06681766704417;7;2.89354473386183;13;5.37372593431484;2020-01-15;1;0.413363533408833;2021;3;1.2400906002265;2020-12-16;0;0;NA;0;0;NA;5;2.06681766704417;2020;0;0;NA;22;9.09399773499434
166427;2016;2016-09-01;1094;2.9972602739726;2019-08-31;"Completed";"Projects";756000;252230.347349177;151200;50446.0694698355;"University of Berne - BE";"Switzerland";"Biology and Medicine";"Basic Biological Research";"Molecular Biology";5;1.66819012797075;5;1.66819012797075;10;3.3363802559415;2016-09-17;0;0;NA;0;0;NA;0;0;NA;0;0;NA;4;1.3345521023766;2017;0;0;NA;14;4.6709323583181
202510;2021;2021-01-01;30;0.0821917808219178;2021-01-31;"Completed";"Science communication";2213;26924.8333333333;0;0;NA;"Switzerland";"Biology and Medicine";"Basic Biological Research";"Molecular Biology";0;0;0;0;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0
198615;2020;2020-06-01;29;0.0794520547945206;2020-06-30;"Completed";"Science communication";1480;18627.5862068966;0;0;NA;"Switzerland";"Biology and Medicine";"Basic Biological Research";"Molecular Biology";0;0;0;0;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0
199111;2020;2020-11-01;637;1.74520547945205;2022-07-31;"Completed";"Science communication";34000;19481.9466248038;0;0;"Non-profit organisations (libraries, museums, foundations) and administration - NPO";"Switzerland";"Biology and Medicine";"General Biology";"Ecology";0;0;4;2.29199372056515;0;0;NA;1;0.572998430141287;2021;0;0;NA;0;0;NA;20;11.4599686028257;2020;0;0;NA;0;0;NA;21;12.032967032967
141788;2012;2012-10-01;1399;3.83287671232877;2016-07-31;"Completed";"Programmes";249437;65078.2737669764;249437;65078.2737669764;"University of Basel - BS";"Switzerland";"Biology and Medicine";"General Biology";"Zoology";1;0.260900643316655;2;0.521801286633309;11;2.8699070764832;2012-12-05;1;0.260900643316655;2016;0;0;NA;0;0;NA;0;0;NA;2;0.521801286633309;2014;0;0;NA;14;3.65260900643317
166441;2016;2016-05-01;1094;2.9972602739726;2019-04-30;"Completed";"Projects";834000;278254.113345521;208500;69563.5283363803;"University of Geneva - GE";"Switzerland";"Biology and Medicine";"Basic Biological Research";"Embryology, Developmental Biology";4;1.3345521023766;2;0.6672760511883;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;9;3.00274223034735;2016;0;0;NA;9;3.00274223034735
202540;2021;2022-07-01;183;0.501369863013699;2022-12-31;"Completed";"Science communication";25000;49863.3879781421;0;0;"University of Geneva - GE";"Switzerland";"Biology and Medicine";"Basic Biological Research";"Molecular Biology";0;0;0;0;4;7.97814207650273;2022-08-24;0;0;NA;0;0;NA;0;0;NA;0;0;NA;11;21.9398907103825;NA;0;0;NA;15;29.9180327868852
146292;2013;2013-05-01;1095;3;2016-04-30;"Completed";"Projects";793880;264626.666666667;198470;66156.6666666667;"University of Geneva - GE";"Switzerland";"Biology and Medicine";"Basic Biological Research";"Embryology, Developmental Biology";4;1.33333333333333;4;1.33333333333333;2;0.666666666666667;2013-09-15;0;0;NA;0;0;NA;0;0;NA;0;0;NA;22;7.33333333333333;2013;0;0;NA;24;8
183529;2018;2020-02-01;365;1;2021-01-31;"Completed";"Infrastructure";525000;525000;0;0;"University of Geneva - GE";"Switzerland";"Biology and Medicine";"Basic Biological Research";"Molecular Biology";0;0;0;0;1;1;2021-02-05;1;1;2020;0;0;NA;0;0;NA;2;2;2020;2;2;2020;0;0;NA;6;6
201319;2020;2021-03-01;183;0.501369863013699;2021-08-31;"Completed";"Science communication";18500;36898.9071038251;0;0;"University of Zurich - ZH";"Switzerland";"Biology and Medicine";"Experimental Medicine";"Experimental Cancer Research";0;0;1;1.99453551912568;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;1;1.99453551912568;2021;0;0;NA;1;1.99453551912568
149628;2013;2014-05-01;1460;4;2018-04-30;"Completed";"Projects";320000;80000;106666.666666667;26666.6666666667;"University of Zurich - ZH";"Switzerland";"Biology and Medicine";"Basic Medical Sciences";"Neurophysiology and Brain Research";3;0.75;4;1;8;2;2016-09-08;0;0;NA;0;0;NA;1;0.25;2018-01-25;0;0;NA;1;0.25;2016;0;0;NA;10;2.5
193053;2019;2019-11-01;29;0.0794520547945206;2019-11-30;"Completed";"Science communication";1760;22151.724137931;0;0;NA;"Switzerland";"Biology and Medicine";"Basic Medical Sciences";"Neurophysiology and Brain Research";0;0;0;0;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0
189731;2019;2019-06-01;29;0.0794520547945206;2019-06-30;"Completed";"Science communication";1602;20163.1034482759;0;0;NA;"Switzerland";"Biology and Medicine";"Basic Medical Sciences";"Neurophysiology and Brain Research";0;0;0;0;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0
145768;2012;2013-01-01;180;0.493150684931507;2013-06-30;"Completed";"Careers";30100;61036.1111111111;0;0;"Institution abroad - United States of America";"United States of America";"Biology and Medicine";"Preventive Medicine (Epidemiology/Early Diagnosis/Prevention)";"Diseases of Bones and Joints";0;0;1;2.02777777777778;2;4.05555555555556;2013-01-26;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;2;4.05555555555556
140332;2012;2012-05-01;1644;4.5041095890411;2016-10-31;"Completed";"Programmes";2017244;447867.433090024;155172.615384615;34451.341006925;"University of Geneva - GE";"Switzerland";"Biology and Medicine";"Basic Medical Sciences";"Neurophysiology and Brain Research";13;2.88625304136253;0;0;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0
163398;2015;2016-06-01;2070;5.67123287671233;2022-01-31;"Completed";"Projects";474000;83579.7101449275;158000;27859.9033816425;"University of Geneva - GE";"Switzerland";"Biology and Medicine";"Clinical Medicine";"Neurology, Psychiatry";3;0.528985507246377;0;0;3;0.528985507246377;2018-09-06;0;0;NA;0;0;NA;0;0;NA;0;0;NA;24;4.23188405797101;2017;0;0;NA;27;4.76086956521739
196849;2020;2020-03-01;30;0.0821917808219178;2020-03-31;"Completed";"Science communication";1429;17386.1666666667;0;0;NA;"Switzerland";"Biology and Medicine";"Clinical Medicine";"Clinical Endocrinology";0;0;0;0;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0
206975;2021;2021-08-01;30;0.0821917808219178;2021-08-31;"Completed";"Science communication";1467;17848.5;0;0;NA;"Switzerland";"Biology and Medicine";"Clinical Medicine";"Clinical Endocrinology";0;0;0;0;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0
203802;2021;2021-03-01;30;0.0821917808219178;2021-03-31;"Completed";"Science communication";2067;25148.5;0;0;NA;"Switzerland";"Biology and Medicine";"Clinical Medicine";"Clinical Endocrinology";0;0;0;0;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0
167826;2016;2016-11-01;1246;3.41369863013699;2020-03-31;"Completed";"Careers";597570;175050.601926164;199190;58350.2006420546;"University of Lausanne - LA";"Switzerland";"Biology and Medicine";"Clinical Medicine";"Clinical Endocrinology";3;0.878812199036918;8;2.34349919743178;4;1.17174959871589;2019-04-04;0;0;NA;0;0;NA;0;0;NA;10;2.92937399678973;2018;43;12.5963081861958;2017;0;0;NA;57;16.6974317817014
145870;2012;2013-07-01;364;0.997260273972603;2014-06-30;"Completed";"Careers";26600;26673.0769230769;0;0;"Institution abroad - Great Britain and Northern Ireland";"Great Britain and Northern Ireland";"Biology and Medicine";"Clinical Medicine";"Clinical Endocrinology";0;0;1;1.00274725274725;0;0;NA;1;1.00274725274725;2013;0;0;NA;0;0;NA;1;1.00274725274725;2014;22;22.0604395604396;NA;0;0;NA;24;24.0659340659341
155318;2014;2014-07-01;730;2;2016-06-30;"Completed";"Careers";117700;58850;0;0;"Institution abroad";NA;"Biology and Medicine";"Clinical Medicine";"Clinical Endocrinology";0;0;7;3.5;3;1.5;2015-10-19;0;0;NA;0;0;NA;0;0;NA;1;0.5;2016;15;7.5;NA;0;0;NA;19;9.5
201887;2020;2020-11-01;29;0.0794520547945206;2020-11-30;"Completed";"Science communication";1860;23410.3448275862;0;0;NA;"Switzerland";"Biology and Medicine";"Clinical Medicine";"Internal Medicine";0;0;0;0;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0
186203;2018;2019-05-01;183;0.501369863013699;2019-10-31;"Completed";"Careers";45203;90158.9890710382;45203;90158.9890710382;"University of Geneva - GE";"Switzerland";"Biology and Medicine";"Clinical Medicine";"Internal Medicine";1;1.99453551912568;7;13.9617486338798;12;23.9344262295082;2019-06-07;0;0;NA;0;0;NA;0;0;NA;0;0;NA;7;13.9617486338798;NA;0;0;NA;19;37.896174863388
171352;2016;2017-05-01;729;1.9972602739726;2019-04-30;"Completed";"Careers";185810;93032.4417009602;185810;93032.4417009602;"University of Geneva - GE";"Switzerland";"Biology and Medicine";"Clinical Medicine";"Internal Medicine";1;0.500685871056241;5;2.50342935528121;12;6.0082304526749;2017-10-02;1;0.500685871056241;2018;0;0;NA;0;0;NA;0;0;NA;11;5.50754458161866;2018;0;0;NA;24;12.0164609053498
191807;2019;2019-09-01;29;0.0794520547945206;2019-09-30;"Completed";"Science communication";2447;30798.4482758621;0;0;NA;"Switzerland";"Biology and Medicine";"Clinical Medicine";"Internal Medicine";0;0;0;0;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0
199414;2020;2021-03-01;548;1.5013698630137;2022-08-31;"Completed";"Careers";80500;53617.700729927;0;0;"Institution abroad - United States of America";"United States of America";"Biology and Medicine";"Basic Biological Research";"Experimental Microbiology";0;0;0;0;0;0;NA;1;0.666058394160584;2022;0;0;NA;0;0;NA;0;0;NA;1;0.666058394160584;2022;0;0;NA;2;1.33211678832117
163366;2015;2016-03-01;1460;4;2020-02-29;"Completed";"Projects";372000;93000;186000;46500;"Swiss Federal Institute of Aquatic Science and Technology - EAWAG";"Switzerland";"Biology and Medicine";"Basic Biological Research";"Experimental Microbiology";2;0.5;4;1;14;3.5;2016-09-04;4;1;2016;2;0.5;NA;4;1;2018-06-18;12;3;2018;3;0.75;2018;0;0;NA;39;9.75
181854;2018;2018-07-01;548;1.5013698630137;2019-12-31;"Completed";"Programmes";195000;129881.386861314;195000;129881.386861314;"University of Lausanne - LA";NA;"Biology and Medicine";"Basic Medical Sciences";"Pharmacology, Pharmacy";1;0.666058394160584;3;1.99817518248175;1;0.666058394160584;2019-09-02;7;4.66240875912409;2018;0;0;NA;7;4.66240875912409;2018-09-25;6;3.9963503649635;2018;0;0;NA;1;0.666058394160584;2019;22;14.6532846715328
152873;2014;2014-05-01;1248;3.41917808219178;2017-09-30;"Completed";"Projects";255000;74579.3269230769;255000;74579.3269230769;"University of Geneva - GE";"Switzerland";"Biology and Medicine";"Basic Biological Research";"Experimental Microbiology";1;0.292467948717949;7;2.04727564102564;4;1.16987179487179;2014-06-19;0;0;NA;0;0;NA;0;0;NA;0;0;NA;1;0.292467948717949;2014;0;0;NA;5;1.46233974358974
179477;2018;2018-05-01;1644;4.5041095890411;2022-10-31;"Completed";"Projects";443723;98515.1429440389;221861.5;49257.5714720195;"University of Zurich - ZH";"Switzerland";"Biology and Medicine";"Basic Biological Research";"Molecular Biology";2;0.444038929440389;0;0;0;0;NA;0;0;NA;2;0.444038929440389;2021-11-30;0;0;NA;0;0;NA;6;1.33211678832117;2020;0;0;NA;8;1.77615571776156
160163;2015;2015-05-01;1095;3;2018-04-30;"Completed";"Projects";429000;143000;143000;47666.6666666667;"University of Zurich - ZH";"Switzerland";"Biology and Medicine";"Basic Biological Research";"Molecular Biology";3;1;9;3;6;2;2016-03-29;0;0;NA;2;0.666666666666667;NA;0;0;NA;0;0;NA;6;2;NA;0;0;NA;14;4.66666666666667
141225;2012;2012-05-01;1094;2.9972602739726;2015-04-30;"Completed";"Projects";309724;103335.703839122;103241.333333333;34445.2346130408;"University of Zurich - ZH";"Switzerland";"Biology and Medicine";"Experimental Medicine";"Experimental Cancer Research";3;1.00091407678245;17;5.67184643510055;7;2.33546617915905;2012-09-09;0;0;NA;0;0;NA;0;0;NA;0;0;NA;7;2.33546617915905;2012;0;0;NA;14;4.6709323583181
145811;2012;2013-01-01;364;0.997260273972603;2013-12-31;"Completed";"Careers";48300;48432.6923076923;0;0;"Institution abroad - United States of America";"United States of America";"Biology and Medicine";"Basic Biological Research";"Genetics";0;0;0;0;1;1.00274725274725;2013-06-02;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;1;1.00274725274725
146894;2013;2013-10-01;1246;3.41369863013699;2017-02-28;"Completed";"Projects";300960;88162.4398073836;75240;22040.6099518459;"University of Berne - BE";"Switzerland";"Biology and Medicine";"Clinical Medicine";"Neurology, Psychiatry";4;1.17174959871589;3;0.878812199036918;14;4.10112359550562;2013-11-06;2;0.585874799357945;2015;0;0;NA;0;0;NA;0;0;NA;3;0.878812199036918;2015;0;0;NA;19;5.56581059390048
159732;2015;2015-07-01;822;2.25205479452055;2017-09-30;"Completed";"Projects";556000;246885.644768856;139000;61721.4111922141;"University of Zurich - ZH";"Switzerland";"Biology and Medicine";"Experimental Medicine";"Ethology";4;1.77615571776156;2;0.888077858880779;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0
141055;2012;2012-07-01;1094;2.9972602739726;2015-06-30;"Completed";"Projects";627000;209191.042047532;156750;52297.760511883;"University of Zurich - ZH";"Switzerland";"Biology and Medicine";"Experimental Medicine";"Ethology";4;1.3345521023766;3;1.00091407678245;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;3;1.00091407678245;NA;0;0;NA;3;1.00091407678245
187772;2019;2019-08-01;608;1.66575342465753;2021-03-31;"Completed";"Careers";79767;47886.4391447368;0;0;"Institution abroad - United States of America";"United States of America";"Biology and Medicine";"Basic Biological Research";"Cellular Biology, Cytology";0;0;0;0;1;0.600328947368421;2020-06-29;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;1;0.600328947368421
181582;2018;2019-09-01;456;1.24931506849315;2020-11-30;"Completed";"Careers";72400;57951.7543859649;0;0;"Institution abroad - Germany";"Germany";"Biology and Medicine";"Basic Biological Research";"Experimental Microbiology";0;0;0;0;0;0;NA;1;0.800438596491228;2020;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;1;0.800438596491228
163347;2015;2015-10-01;1095;3;2018-09-30;"Completed";"Projects";517814;172604.666666667;129453.5;43151.1666666667;"University of Lausanne - LA";"Switzerland";"Biology and Medicine";"Basic Medical Sciences";"Physiology : other topics";4;1.33333333333333;8;2.66666666666667;8;2.66666666666667;2015-10-07;0;0;NA;0;0;NA;0;0;NA;0;0;NA;9;3;2015;0;0;NA;17;5.66666666666667
144198;2012;2012-10-01;1094;2.9972602739726;2015-09-30;"Completed";"Projects";486500;162314.899451554;121625;40578.7248628885;"University of Lausanne - LA";"Switzerland";"Biology and Medicine";"Basic Medical Sciences";"Physiology : other topics";4;1.3345521023766;8;2.6691042047532;26;8.6745886654479;2012-11-05;1;0.33363802559415;2014;0;0;NA;0;0;NA;0;0;NA;15;5.00457038391225;2012;0;0;NA;42;14.0127970749543
182334;2018;2019-04-01;1460;4;2023-03-31;"Completed";"Projects";1089456;272364;68091;17022.75;"University of Zurich - ZH";"Switzerland";"Biology and Medicine";"Basic Biological Research";"Biochemistry";16;4;0;0;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0;NA;0;0
192689;2020;2020-04-01;1094;2.9972602739726;2023-03-31;"Completed";"Projects";756000;252230.347349177;151200;50446.0694698355;"University of Zurich - ZH";"Switzerland";"Biology and Medicine";"Basic Biological Research";"Biochemistry";5;1.66819012797075;0;0;5;1.66819012797075;2021-05-13;0;0;NA;0;0;NA;0;0;NA;0;0;NA;10;3.3363802559415;2021;0;0;NA;15;5.00457038391225
153143;2014;2014-06-01;1095;3;2017-05-31;"Completed";"Projects";189000;63000;189000;63000;"University of Zurich - ZH";"Switzerland";"Biology and Medicine";"Basic Biological Research";"Biochemistry";1;0.333333333333333;3;1;19;6.33333333333333;2014-09-15;0;0;NA;0;0;NA;0;0;NA;0;0;NA;11;3.66666666666667;NA;2;0.666666666666667;2014;32;10.6666666666667
